image_url,_id,product_name,category,cost,in_stock
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/38377010_0.jpeg,38377010_0,purple lace neck tiered cocktail dress,dresses,18.17,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/38470838_0.jpeg,38470838_0,red sleeveless floral print dress,dresses,20.92,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/38722330_0.jpeg,38722330_0,pink tea length print dress,dresses,24.23,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/39255348_0.jpeg,39255348_0,black x revolve low back midi dress,dresses,24.25,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/39454270_0.jpeg,39454270_0,black cami dress t-shirt,dresses,16.23,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/39637796_0.jpeg,39637796_0,black tahari asl plus sheath dress,dresses,17.94,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/40622815_0.jpeg,40622815_0,black short-sleeve beaded dress,dresses,15.73,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/40812194_0.jpeg,40812194_0,pink lace-trim slip dress,dresses,17.22,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/41220430_0.jpeg,41220430_0,gold polka-dot mesh stretch-crepe dress,dresses,22.82,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/42344945_0.jpeg,42344945_0,white love heart print strappy dress,dresses,24.95,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/42529492_2.jpeg,42529492_2,black chain detail stretch-crepe dress,dresses,19.49,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/42809637_0.jpeg,42809637_0,white printed maxi dress,dresses,18.74,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/44515389_0.jpeg,44515389_0,white strapless cotton gauze bustier dress,dresses,21.16,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/44515525_0.jpeg,44515525_0,white crocheted cotton guipure lace dress,dresses,19.95,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/44989806_0.jpeg,44989806_0,beige kim dress,dresses,15.85,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/45164921_0.jpeg,45164921_0,black lace dress,dresses,24.04,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/45243878_0.jpeg,45243878_0,blue pocket t dress,dresses,15.64,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/45360867_0.jpeg,45360867_0,red floral broderie dress,dresses,24.56,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/46092771_0.jpeg,46092771_0,black crystal-embellished silk satin dress,dresses,17.56,False
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/46122450_0.jpeg,46122450_0,beige laurel run convertible pant,pants,24.48,False
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/46132965_0.jpeg,46132965_0,blue twiggy slip legging,pants,17.37,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/46132971_0.jpeg,46132971_0,pink belted chiffon halter dress,dresses,21.63,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/47021875_0.jpeg,47021875_0,black fitted tank dress,dresses,21.63,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/47341830_0.jpeg,47341830_0,red knee-length dress,dresses,24.51,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/47381825_0.jpeg,47381825_0,blue printed fit flare dress,dresses,16.84,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/47387563_0.jpeg,47387563_0,purple chiffon belted blouson dress,dresses,19.83,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/47490820_0.jpeg,47490820_0,black asymmetric dress,dresses,19.39,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/47627079_0.jpeg,47627079_0,blue sleeveless illusion neck soutache sheath dress bloomingdale's exclusive,dresses,16.96,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/47754127_0.jpeg,47754127_0,black ruched cocktail dress,dresses,19.59,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/48119181_3.jpeg,48119181_3,blue wavy trim a-line dress,dresses,20.13,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/48207976_0.jpeg,48207976_0,black printed sleeveless silk dress,dresses,19.13,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/48473940_0.jpeg,48473940_0,blue lace embroidered dress,dresses,22.58,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/48475882_0.jpeg,48475882_0,green cropped military pants,pants,21.13,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/48809006_0.jpeg,48809006_0,black embellished neckline sheath dress,dresses,16.08,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/48809011_0.jpeg,48809011_0,blue embellished neckline sheath dress,dresses,23.52,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/49120798_0.jpeg,49120798_0,gray embellished cap sleeve dress sheer overlay keyhole back,dresses,19.41,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/49228576_0.jpeg,49228576_0,white floral lace detail sheath dress,dresses,21.29,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/50077223_0.jpeg,50077223_0,black abstract jacquard pattern dress,dresses,15.83,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/50133470_0.jpeg,50133470_0,beige floral print popover dress,dresses,24.78,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51061366_0.jpeg,51061366_0,red high neck dress,dresses,16.37,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51325396_0.jpeg,51325396_0,black new julian two dress,dresses,17.3,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51346181_0.jpeg,51346181_0,blue jacquard dress,dresses,19.0,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51359729_0.jpeg,51359729_0,pink pleated fit flare dress,dresses,18.43,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51404629_0.jpeg,51404629_0,brown pleated shift dress,dresses,21.17,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51408990_0.jpeg,51408990_0,blue illusion yoke crepe sheath dress,dresses,20.87,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51483471_0.jpeg,51483471_0,beige addison stretch crop pants,pants,15.0,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51491219_0.jpeg,51491219_0,blue short sleeve floral shift dress,dresses,23.91,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51525809_0.jpeg,51525809_0,multicolor wrap style v-neck dress,dresses,23.5,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51590875_0.jpeg,51590875_0,blue pleated jersey blouson dress,dresses,18.05,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51607535_0.jpeg,51607535_0,pink lace sheath dress,dresses,21.14,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51640670_0.jpeg,51640670_0,blue side pleat sheath dress,dresses,19.19,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51648460_0.jpeg,51648460_0,blue renley lace fit flare dress,dresses,18.27,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51666404_0.jpeg,51666404_0,blue sleeveless striped sheath dress,dresses,22.92,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51727804_0.jpeg,51727804_0,green seamed a-line dress,dresses,23.64,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/51920502_0.jpeg,51920502_0,blue pleated crepe dress,dresses,18.5,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/52087252_1.jpeg,52087252_1,black one-shoulder silk dress,dresses,16.25,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/52135937_0.jpeg,52135937_0,silver zoe sequin v-neck body-con dress,dresses,22.03,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/52344058_0.jpeg,52344058_0,blue a-line dress,dresses,24.63,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/52538546_0.jpeg,52538546_0,blue one-shoulder ruched dress,dresses,19.76,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/52545453_1.jpeg,52545453_1,black zarita dress,dresses,21.71,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/52627820_0.jpeg,52627820_0,blue lace inserts halter dress,dresses,23.54,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/52763561_0.jpeg,52763561_0,blue knee-length dress,dresses,15.71,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/53241988_0.jpeg,53241988_0,pink vanessa one-shoulder cascade ruffle dress,dresses,24.39,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/53349246_0.jpeg,53349246_0,pink kaftan flutter dress,dresses,23.13,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54525086_0.jpeg,54525086_0,black stretch wool sheath dress,dresses,17.16,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54551618_0.jpeg,54551618_0,blue chiffon ombre dress,dresses,18.35,False
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54607753_0.jpeg,54607753_0,black short dress,dresses,22.64,False
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54686996_0.jpeg,54686996_0,red contemporary metallic floral print cami dress,dresses,21.03,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54782616_0.jpeg,54782616_0,black faux wrap skirt,dresses,15.27,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54784921_0.jpeg,54784921_0,white illusion lace back sheath dress,dresses,24.78,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54832000_0.jpeg,54832000_0,sleeveless dress blue,dresses,20.16,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54870377_0.jpeg,54870377_0,blue printed cotton a-line dress,dresses,24.49,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54892648_0.jpeg,54892648_0,beige floral-embroidered sheath dress,dresses,20.29,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54915164_0.jpeg,54915164_0,black lace embroidered illusion top dress,dresses,20.76,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54946109_0.jpeg,54946109_0,white eyelet cotton dress,dresses,23.79,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/54946243_0.jpeg,54946243_0,blue pleated dress,dresses,21.89,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55182187_0.jpeg,55182187_0,multicolor colorblocked sheath dress,dresses,23.73,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55208213_0.jpeg,55208213_0,black ruched cotton-jersey midi dress,dresses,17.99,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55234022_1.jpeg,55234022_1,purple 3/4 length dress,dresses,18.13,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55508850_0.jpeg,55508850_0,blue gracie orchid dress,dresses,17.58,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55525904_0.jpeg,55525904_0,red 2 piece dress,dresses,18.95,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55560336_0.jpeg,55560336_0,multicolor digital floral strap back pinny dress,dresses,15.25,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55567919_0.jpeg,55567919_0,blue eyelet dress,dresses,20.9,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55569840_0.jpeg,55569840_0,blue pleated surplice sheath dress,dresses,22.91,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55570793_0.jpeg,55570793_0,multicolor abstract print a-line dress,dresses,17.84,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55621612_0.jpeg,55621612_0,white abstract print chiffon one-shoulder dress,dresses,24.91,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55639630_0.jpeg,55639630_0,black embroidered gauze shift dress,dresses,17.99,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55726792_0.jpeg,55726792_0,pink foiled off shoulder bandage dress,dresses,23.35,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55840403_0.jpeg,55840403_0,black lace-trim off-the-shoulder dress,dresses,15.28,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55865950_0.jpeg,55865950_0,black cap-sleeve structured cocktail dress,dresses,15.61,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/55868048_1.jpeg,55868048_1,black star dress,dresses,16.1,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56011443_0.jpeg,56011443_0,black over me sleeveless dress,dresses,24.72,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56037632_0.jpeg,56037632_0,black knit midi dress,dresses,24.95,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56051712_1.jpeg,56051712_1,black sweater dress,dresses,17.42,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56062788_0.jpeg,56062788_0,black short dress,dresses,18.49,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56070365_0.jpeg,56070365_0,multicolor short dress,dresses,17.49,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56081827_2.jpeg,56081827_2,blue denim printed stretch dress,dresses,19.04,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56089012_0.jpeg,56089012_0,beige plus printed jersey dress,dresses,23.61,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/5675125_0.jpeg,5675125_0,black wide-leg cropped pants,pants,28.67,False
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56898881_0.jpeg,56898881_0,black embroidered lace dress,dresses,18.87,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56899763_0.jpeg,56899763_0,white embroidered dress,dresses,19.2,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56926924_0.jpeg,56926924_0,blue linen shirtdress,dresses,23.04,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56940282_0.jpeg,56940282_0,black front zip fit flare dress,dresses,22.05,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56944200_0.jpeg,56944200_0,white back cutout shine dress,dresses,17.89,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/56967695_0.jpeg,56967695_0,red cutout dress,dresses,23.65,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57021631_0.jpeg,57021631_0,blue cotton poplin shirt dress,dresses,22.25,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57063037_0.jpeg,57063037_0,yellow cap-sleeve pleated fit flare dress,dresses,17.9,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57066392_0.jpeg,57066392_0,blue sequined cutout back blouson dress,dresses,21.72,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57069202_0.jpeg,57069202_0,green slouchy fit cargo pants,pants,16.68,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57073518_0.jpeg,57073518_0,black short dress,dresses,20.63,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57073520_0.jpeg,57073520_0,white short dress,dresses,18.28,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57092351_0.jpeg,57092351_0,black short dress,dresses,18.62,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57092371_0.jpeg,57092371_0,black short dress,dresses,19.92,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57093894_0.jpeg,57093894_0,white short dress,dresses,23.39,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57094502_0.jpeg,57094502_0,black short dress,dresses,21.2,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57121841_0.jpeg,57121841_0,blue short dress,dresses,20.36,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57741831_0.jpeg,57741831_0,green belted wool-blend peplum dress,dresses,23.79,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57757915_0.jpeg,57757915_0,red wool fit-and-flare dress,dresses,23.16,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57776236_0.jpeg,57776236_0,beige a-line dress,dresses,19.91,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57781731_0.jpeg,57781731_0,black sheath dress,dresses,19.35,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57794831_0.jpeg,57794831_0,pink ikat print sleeveless fit flare dress,dresses,19.8,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57987803_0.jpeg,57987803_0,blue embellished portrait collar shutter pleat cocktail sheath dress,dresses,21.45,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/57996836_0.jpeg,57996836_0,black short dress,dresses,22.45,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58019580_0.jpeg,58019580_0,black rosie dress,dresses,23.69,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58059140_0.jpeg,58059140_0,yellow sunburst dress,dresses,24.09,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58061317_0.jpeg,58061317_0,black elbow sleeve cross front dress,dresses,16.25,False
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58072171_0.jpeg,58072171_0,black three-quarter sleeve shift dress,dresses,24.91,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58072442_0.jpeg,58072442_0,black sleeveless v-neck sheath dress,dresses,20.79,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58265252_0.jpeg,58265252_0,multicolor floral print midi dress,dresses,22.06,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58341064_0.jpeg,58341064_0,black off shoulder mini dress,dresses,21.35,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58516545_0.jpeg,58516545_0,black knee-length dress,dresses,17.91,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58633493_0.jpeg,58633493_0,white long sleeve dress,dresses,23.4,False
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58648388_0.jpeg,58648388_0,multicolor floral print shirt dress,dresses,17.34,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58680585_1.jpeg,58680585_1,white bib panel shift dress,dresses,16.58,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58702369_1.jpeg,58702369_1,white gauze shirt dress,dresses,21.01,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58739820_0.jpeg,58739820_0,white printed silk-jersey wrap dress midnight blue,dresses,19.26,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58746565_0.jpeg,58746565_0,beige floral digital print midi dress,dresses,17.34,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/58897002_0.jpeg,58897002_0,purple knee-length dress,dresses,18.15,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59710682_0.jpeg,59710682_0,black sheer sleeve dress,dresses,21.1,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59743396_0.jpeg,59743396_0,black fringed blouson dress,dresses,21.59,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59878829_0.jpeg,59878829_0,black print midi dress,dresses,17.14,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59881354_4.jpeg,59881354_4,blue denim mini dress,dresses,17.05,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59904386_0.jpeg,59904386_0,black stripe shift dress,dresses,16.34,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59904615_0.jpeg,59904615_0,white colleen lace dress,dresses,19.77,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59904672_0.jpeg,59904672_0,beige seamed a-line dress,dresses,23.71,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59904808_0.jpeg,59904808_0,green midi dress,dresses,24.69,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59919014_0.jpeg,59919014_0,hervé léger novelty essentials bandage dress blue,dresses,22.49,False
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/59939315_0.jpeg,59939315_0,multicolor printed crepe dress,dresses,17.67,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/60104736_2.jpeg,60104736_2,yellow printed silk t-shirt dress black,dresses,22.97,True
https://marqo-tutorial-public.s3.us-west-2.amazonaws.com/fashion/fashion200k/61100873_0.jpeg,61100873_0,red short dress,dresses,19.39,False
